# #t,tip_x,tip_y,tip_z,ref_x,ref_y,ref_z,t1..t8
0.000000 0.000031 0.120000 0.015010 0.000000 0.135000 0.015000 0.000001 0.000000 -0.000001 -0.000000 0.000000 0.000000 -0.000000 -0.000000
0.005000 0.049584 -0.022723 0.015009 0.000031 0.135000 0.015010 0.008000 0.000000 -0.008000 -0.000000 -0.008000 0.000000 0.008000 -0.000000
0.010000 0.049584 -0.022723 0.015024 0.000063 0.135000 0.015020 0.008000 0.000001 -0.008000 -0.000001 -0.008000 0.000000 0.008000 -0.000000
0.015000 0.049584 -0.022723 0.015040 0.000094 0.135000 0.015030 0.008000 0.000003 -0.008000 -0.000003 -0.008000 -0.000000 0.008000 0.000000
0.020000 0.049584 -0.022723 0.015055 0.000126 0.134999 0.015040 0.008000 0.000004 -0.008000 -0.000004 -0.008000 -0.000001 0.008000 0.000001
0.025000 0.049584 -0.022723 0.015070 0.000157 0.134999 0.015050 0.008000 0.000005 -0.008000 -0.000005 -0.008000 -0.000001 0.008000 0.000001
0.030000 0.049584 -0.022724 0.015086 0.000188 0.134999 0.015060 0.008000 0.000007 -0.008000 -0.000007 -0.008000 -0.000002 0.008000 0.000002
0.035000 0.049583 -0.022725 0.015101 0.000220 0.134998 0.015070 0.008000 0.000007 -0.008000 -0.000007 -0.008000 -0.000001 0.008000 0.000001
0.040000 0.049583 -0.022726 0.015117 0.000251 0.134998 0.015080 0.008000 0.000008 -0.008000 -0.000008 -0.008000 -0.000000 0.008000 0.000000
0.045000 0.049582 -0.022727 0.015132 0.000283 0.134997 0.015090 0.008000 0.000009 -0.008000 -0.000009 -0.008000 0.000000 0.008000 -0.000000
0.050000 0.049582 -0.022728 0.015148 0.000314 0.134997 0.015100 0.008000 0.000010 -0.008000 -0.000010 -0.008000 0.000001 0.008000 -0.000001
0.055000 0.049582 -0.022729 0.015163 0.000346 0.134996 0.015110 0.008000 0.000011 -0.008000 -0.000011 -0.008000 0.000001 0.008000 -0.000001
0.060000 0.049582 -0.022728 0.015179 0.000377 0.134995 0.015120 0.008000 0.000013 -0.008000 -0.000013 -0.008000 0.000000 0.008000 -0.000000
0.065000 0.049582 -0.022728 0.015195 0.000408 0.134994 0.015130 0.008000 0.000014 -0.008000 -0.000014 -0.008000 0.000001 0.008000 -0.000001
